photon_pt,photon_eta,photon_phi,photon_E,photon_isTightID,photon_etcone20,myy
[93201.71 33655.7 ],[0.42748478 0.31084162],[ 0.8437077 -2.7918723],[101848.18  35294.78],[ True  True],[1548.6101 -268.0786],108.81083048213661
[45431.875 35736.57 ],[ 1.0858735  -0.11828653],[-1.0411263   0.47006896],[74954.25 35986.87],[ True  True],[-123.85904 -409.9797 ],75.54143531242413
[40028.3   38878.473],[-1.1387043  -0.66408813],[-0.10627506 -2.7314465 ],[68907.79  47771.164],[ True  True],[2638.284   809.7336],78.5891514797386
[51620.72 47748.16],[-1.6412073  -0.25908586],[ 0.94390386 -1.8071343 ],[138218.17   49359.703],[ True  True],[-152.52429 1121.0756 ],122.45520761352839
[74571.85  73458.445],[-0.65670115 -0.45568615],[ 1.835593  -1.2727996],[91237.89 81218.16],[ True  True],[1385.6411 1580.9304],148.75410629141106
[80716.67  38935.516],[2.0961614 1.1886476],[ 1.5677505 -0.7248455],[333271.5   69836.14],[ True  True],[-935.6653 1054.9718],114.93231490574189
[130270.29  32162.5 ],[1.7126886 2.048825 ],[-1.2362509  1.3321811],[372848.34 126843.52],[ True  True],[465.67145 889.44696],126.08738327219383
[44497.727 37817.883],[-0.13731803  1.3587563 ],[-0.17348005  2.69852   ],[44917.918 78440.55 ],[ True  True],[-200.83716 -603.64355],105.51444397054698
[48121.465 33147.45 ],[2.0077767 1.9760022],[ 1.7656707 -2.0176027],[182405.12 121857.78],[ True  True],[1785.9519    -43.074722],75.81201407490855
[41674.973 38769.164],[1.2444878 2.1839395],[ 2.8928573  -0.21582009],[ 78333.21 174341.47],[ True  True],[ -11.154236 2517.1729  ],89.4150323597311
[67981.39  44002.766],[-0.49084446 -2.0726128 ],[2.4463153  0.07091926],[ 76336.45 177582.23],[ True  True],[1748.0273   815.76044],139.55145097532815
[66997.31  48371.812],[-1.6922287   0.02844802],[-1.053385   2.0423841],[188117.78   48391.387],[ True  True],[-1012.92303  3387.1396 ],158.6353468609371
[136832.7 124560.2],[2.306069   0.47210154],[-2.9078882   0.18864569],[693369.   138700.92],[ True  True],[1780.1013 2025.532 ],378.74615678091794
[54795.168 53838.695],[-0.8537392  -0.11044548],[-0.8308021  2.0663857],[76007.234 54167.4  ],[ True  True],[ 733.3517 -609.2798],115.46159719391721
[58447.37 40343.45],[-0.3444949 -0.683982 ],[ 1.5343412 -0.6198174],[61949.977 50154.11 ],[ True  True],[ 252.05841 -398.5996 ],87.10919041622981
[60117.984 36841.39 ],[ 0.42061353 -1.9545966 ],[ 1.2553034 -3.0860486],[ 65514.758 132678.6  ],[ True  True],[-103.264404  459.28687 ],160.0898290669845
[73009.84  35973.863],[1.788905  1.3296283],[ 1.2232778 -1.0821127],[224506.77  72743.  ],[ True  True],[-81.34007 415.1926 ],96.63147892900653
[50838.2  33017.38],[-1.2706267  0.392161 ],[ 1.285707  -1.8562807],[97704.42 35588.96],[ True  True],[-84.59189 147.32443],111.9284761820528
[55445.758 53488.164],[ 0.60863435 -0.81003666],[ 1.0486015 -2.6801329],[66036.26 72017.32],[ True  True],[1922.2805  -346.12265],133.8243983233336
[55339.863 39222.277],[-0.60932434 -1.7731514 ],[ 1.7645273 -1.8111928],[ 65934.86 118827.44],[ True  True],[ 301.61737 3033.9038 ],107.54875481304677
[45820.64  34798.887],[-0.20758574 -0.2042246 ],[ 1.5596142 -2.011186 ],[46811.438 35527.1  ],[ True  True],[-179.70422  -65.0683 ],78.03069851976412
[53091.82  32237.055],[ 1.6464293 -1.1198102],[-0.6916642  2.4156687],[142847.72  54651.71],[ True  True],[   3.4666443 -244.83218  ],175.327575962779
[53538.03  30021.984],[ 1.3267852  -0.17708799],[ 1.8796195 -1.3011202],[107992.54   30493.963],[ True  True],[ -637.68677 -1749.4495 ],103.92728622789753
[47243.004 39043.   ],[1.0711586 0.9466997],[-0.03113291  2.7390687 ],[77038.48 57885.34],[ True  True],[-109.21231 1657.7483 ],84.58805117627124
[51924.3  37355.39],[ 0.1263157 -0.8506857],[ 0.9157476 -2.1323748],[52339.094 51706.84 ],[ True  True],[-470.81638  680.38544],98.71766057246407
[41637.945 32427.033],[0.28065318 1.7530789 ],[-1.5912908  1.6059874],[43288.57 96398.88],[ True  True],[1416.8752 2655.7673],94.29991413242816
[47158.67  46345.297],[-0.19403157 -1.0671175 ],[-1.3498873  2.12081  ],[48049.18 75333.97],[ True  True],[873.7064  393.45898],101.40177471177178
[58143.61 49802.65],[-0.649109  -1.9172527],[ 0.90335345 -2.2114556 ],[ 70828.98 173045.66],[ True  True],[1452.8784   162.14673],129.98503148790138
[46585.14  31479.059],[ 0.6561558 -1.0379014],[0.16676188 3.1099064 ],[56978.54  50012.086],[ True  True],[1849.2649   162.37317],105.47315318898308
[43033.387 37802.29 ],[-0.95013905 -1.0757706 ],[ 0.7546129 -2.6193676],[63963.89  61868.863],[ True  True],[369.5484 755.4609],80.28258939870955
[123107.52   70598.984],[1.622708  2.1237564],[2.3291626  0.28651124],[324028.6  299412.88],[ True  True],[-286.55588 3752.1736 ],165.86615015727952
[209097.42  98497.05],[0.12799998 0.96023124],[-1.0193642  2.5526237],[210812.69 147504.48],[ True  True],[1063.9275  818.9526],306.1576625609888
[70123.62  34231.625],[-2.2687871 -1.7468674],[-1.8559142   0.31427225],[342592.66 101170.26],[ True  True],[ 328.65283 1014.12854],90.43301798499697
[57621.4 40933.7],[-0.07026266 -0.04484272],[ 1.0054023 -2.0526803],[57763.69  40974.863],[ True  True],[-312.95966  672.9501 ],97.05520548103392
[52181.695 36775.93 ],[-1.963823  -2.0662506],[ 1.3443357 -1.8921373],[189598.03 147505.03],[ True  True],[143.42487 780.3674 ],87.6299656309519
[41129.36  31089.295],[-0.8692457   0.17891029],[-2.397234   1.5967094],[57671.152 31588.191],[ True  True],[1264.7584   255.79782],76.01894618935383
[40330.816 31624.668],[0.15719439 0.24702442],[-2.7747428   0.65556955],[40830.133 32594.47 ],[ True  True],[2917.6646 1011.3878],70.7566957366696
[93414.77  48212.008],[-0.04547125  0.8474086 ],[-2.3008425   0.45285574],[93511.37 66583.57],[ True  True],[1776.2313 -881.6626],145.53747873797755
[88192.48  46986.613],[ 0.36293355 -0.589872  ],[-2.0831485  1.4033638],[94064.91  55400.875],[ True  True],[404.96802 285.8517 ],141.92482549839235
[50027.727 44562.184],[1.9208649  0.00603725],[ 1.3753263 -2.0543096],[174430.2    44562.996],[ True  True],[1703.6383  599.0204],140.4683409034714
[52272.19 45981.75],[-0.28393707 -1.0337791 ],[ 1.4984809 -2.6777148],[54393.484 72819.73 ],[ True  True],[-430.72015    -14.1397705],93.16059985380681
[65202.56  32615.973],[-1.8266121 -1.5347449],[ 0.5250553 -2.412744 ],[207792.75  79185.91],[ True  True],[-112.50479 -233.88995],92.74163222506769
[58274.492 42569.844],[ 1.2600267 -0.7046899],[-1.9789555  2.1313877],[110988.49   53584.387],[ True  True],[-392.15387 1764.788  ],144.40372418639072
[49951.336 39202.867],[1.9128917 1.7983557],[-1.9753824  2.8308067],[172839.06 121632.37],[ True  True],[-281.60196 -218.9165 ],59.794344473212526
[65024.703 34258.44 ],[ 0.6832147 -1.0407939],[ 2.1537013 -1.8490659],[80800.49 54550.37],[ True  True],[-788.28143     -5.4909363],125.66004052878999
[51217.652 35234.06 ],[0.6357037 1.3085241],[ 1.3134825 -1.7791349],[61919.918 69955.93 ],[ True  True],[1440.2524 2008.5771],89.790328895847
[41887.742 38288.504],[-1.1250858 -0.8901202],[-1.2696877  1.6051493],[71316.1   54485.094],[ True  True],[-324.015   -464.42657],79.94235425882603
[191104.45   58636.062],[-1.3294146  0.7804267],[-2.0891404   0.15962733],[386361.88  77417.59],[ True  True],[941.386   154.50897],328.37072855277347
[41918.64 38074.23],[0.48512235 1.7522033 ],[-0.60122865  2.6766043 ],[ 46948.785 113093.555],[ True  True],[ 364.08344 2269.3025 ],96.32555742983979
[66506.83 59021.02],[0.61068237 2.1019204 ],[0.0207419 3.0494618],[ 79298.35 245057.89],[ True  True],[ 362.42596 -470.48578],161.6252655544625
[106396.23  60516.86],[-2.3321686 -1.2101681],[-2.1038623  0.6167378],[553118.8 110509.7],[ True  True],[ -121.44989 -1149.7834 ],183.36602932022595
[71720.04  61546.438],[0.03190216 1.0989047 ],[ 2.145111  -0.8104469],[ 71756.54 102601.4 ],[ True  True],[1052.6158   194.48007],151.7393177514029
[117662.3    88524.984],[2.0915844 0.5357711],[ 0.41718405 -2.1396456 ],[483664.22  101537.414],[ True  True],[ 643.43115 -355.20874],262.54470589166016
[63962.34 35505.8 ],[-0.93610513 -1.0521575 ],[-2.7391894  1.4223869],[94094.43  57040.188],[ True  True],[ 192.23676 1182.5486 ],83.36616713794416
[63420.78  45926.004],[-0.43001297 -1.0807877 ],[-0.17669292  2.6600645 ],[69375.3  75463.95],[ True  True],[ 478.4336 -427.6368],112.51564740025384
[63416.15  59597.266],[0.72103566 1.046586  ],[ 0.9222983 -1.7538176],[80627.625 95327.2  ],[ True  True],[-111.63281  200.9307 ],121.31618797206514
[59122.484 38231.01 ],[ 0.26093793 -0.3625956 ],[-0.43550763  2.836332  ],[61146.715 40771.89 ],[ True  True],[ 287.39664 3711.2754 ],99.55199751670212
[320697.9    34442.734],[-1.6139205 -1.6168505],[-0.9047408  3.023894 ],[837273.06  90166.32],[ True  True],[-979.58057 -434.71973],194.13099060547057
[59157.67 54231.39],[ 0.06665304 -0.8011049 ],[-0.57630086  2.6400392 ],[59289.13 72584.22],[ True  True],[ 143.70648 -775.8733 ],124.04084623468853
[44861.453 32461.807],[ 0.01362748 -0.19477165],[-0.30093852  3.1317642 ],[44865.617 33079.492],[ True  True],[2809.3015 2315.3164],75.93462555617947
[40211.875 33132.86 ],[-1.5621237 -1.7529291],[-2.5792022  2.2303963],[100099.99   98483.266],[ True  True],[-130.78229 -314.4934 ],49.54489921215823
[40072.918 32637.729],[-1.6730634 -0.7627462],[ 1.3361869 -2.3661733],[110523.86   42601.055],[ True  True],[2704.5881 2990.7703],77.40608122037955
[50736.21  40733.605],[2.2874608  0.54114795],[ 2.3738642 -0.6558227],[252448.64  46844.82],[ True  True],[ 271.0213  -643.73395],127.73814453460821
[79177.19  37774.688],[-0.64780474  0.38890982],[-1.8358411  1.0114455],[96379.75 40667.6 ],[ True  True],[1056.4119   159.24817],123.36670631979536
[56020.047 36365.99 ],[-0.28262386 -0.80416334],[-2.810384    0.06140437],[58272.316 48772.027],[ True  True],[1897.2767 -667.4298],92.56513201112979
[40852.46 39951.91],[-1.7038306 -1.2039118],[-1.3298811  2.1911342],[115958.51  72575.61],[ True  True],[309.58966 150.46732],81.9319673968962
[126172.164  74079.64 ],[-0.13200177  0.94346225],[-0.12975723  3.0065956 ],[127273.   109568.89],[ True  True],[-411.78052  823.3774 ],221.99236761597754
[55452.453 40831.867],[ 0.2459496 -0.2023766],[ 1.4838748 -1.6128355],[57138.117 41670.887],[ True  True],[ 889.40784 -182.2522 ],97.54549358867101
[48921.375 48123.188],[-0.93361384 -1.1108154 ],[-2.0112913  1.1829736],[71836.52  80994.305],[ True  True],[2752.5193   773.27356],97.38889266051513
[47927.586 33246.773],[ 0.9195914  -0.26625827],[-3.1410894 -0.731535 ],[69661.484 34432.242],[ True  True],[ 3730.7754 -1156.5182],89.85143764492027
[55869.645 51089.55 ],[-0.14182137  1.0720211 ],[-2.3623762   0.71726644],[56432.45 83367.77],[ True  True],[ 765.65576 2974.6653 ],127.10052329450752
[47500.78 30145.79],[-0.32742137 -2.0485578 ],[ 3.035466   -0.25510156],[ 50069.766 118859.22 ],[ True  True],[-164.40381 -146.75623],105.32876311072832
[53125.95  30439.135],[-0.6908112  -0.60996073],[ 2.9343169 -2.8257558],[66314.54 36279.36],[ True  True],[1476.7507    -11.052078],21.04976493545239
[74063.375 34316.44 ],[-1.1139193 -0.7232214],[-0.74725163  2.5231586 ],[124965.06   43689.098],[ True  True],[ 404.18506 -698.23346],102.55324994530952
[62669.984 45119.61 ],[-2.3590288  -0.62955934],[ 1.9228826 -1.0606526],[334506.75  54360.33],[ True  True],[1762.2101  871.4147],148.41712874666513
[51600.54  44741.074],[-1.300697   -0.60123444],[-2.9018993   0.23667186],[101761.34  53074.19],[ True  True],[ 558.36646 -483.04327],102.03406242762486
[89239.46  50330.855],[1.8089201  0.73379624],[ 0.47402406 -2.554506  ],[279662.34   64500.402],[ True  True],[497.30798 379.86386],153.68824781983452
[67529.39  31105.422],[-0.30174178 -2.20221   ],[ 1.8853531 -1.3017751],[ 70627.   142393.45],[ True  True],[292.74158 695.5198 ],136.23961817665614
[42846.395 35326.23 ],[-2.1250403  -0.86859167],[-0.82887393  2.070627  ],[181940.     49511.367],[ True  True],[-137.69138 -263.43753],93.20389327362759
[40499.316 37945.18 ],[0.2521334  0.35093686],[-2.236952    0.82947433],[41793.445 40305.86 ],[ True  True],[1851.4254  867.187 ],78.44329597504533
[46948.906 32514.795],[1.6010449 0.9239013],[-1.8588793  1.6047943],[121125.74  47407.65],[ True  True],[-725.38403   54.51242],81.70833872068835
[62159.13  32931.246],[ 0.19343197 -0.5295392 ],[-3.121809    0.45990682],[63325.63  37657.305],[ True  True],[1671.7048  801.9124],94.41983550134735
[57368.223 30666.717],[-0.9439013  -0.98910624],[3.037021   0.61808866],[84879.01 46931.41],[ True  True],[-322.20764 -910.3244 ],78.49395024151856
[41006.99  37804.277],[-1.1886433 -1.9170009],[ 2.8126771  -0.59367025],[ 73551.34 131324.11],[ True  True],[-380.10583 -888.38367],83.38070185421321
[86638.555 37516.805],[2.2393315  0.42321244],[-1.4110806  2.0120926],[411255.2    40927.047],[ True  True],[-137.08786  307.39447],163.57512263419397
[45856.277 37443.543],[-1.7848347 -0.886956 ],[ 0.33878526 -2.600723  ],[140467.4    53163.016],[ True  True],[144.78098 230.90472],90.98337552955019
[50885.688 44105.035],[-1.6549333  0.9778311],[-0.09195995  3.0495977 ],[137997.81   66925.195],[ True  True],[ 390.08868 2227.4082 ],189.4023672668106
[76433.39  50800.043],[-2.2014737 -1.2103785],[ 0.37817642 -2.4312305 ],[349643.16  92782.18],[ True  True],[2250.5317     12.968628],138.72032286390274
[102542.695  47175.305],[-0.772126  -1.7247927],[-2.0863903  1.2525221],[134658.69 136562.31],[ True  True],[-595.0734  -865.91345],154.579514901232
[53498.01  42974.043],[-0.8746683 -1.2678843],[-0.6485237  2.4867291],[75300.59 82397.42],[ True  True],[3602.2534 1075.1816],97.75524491070757
[45494.777 33861.047],[0.1580893  0.85551816],[ 2.851142   -0.01930931],[46064.47  47027.168],[ True  True],[-403.1117 -708.3312],82.6415215408084
[73135.83  46831.625],[1.1525537 2.102597 ],[ 0.10652237 -2.0736785 ],[127333.04 194574.72],[ True  True],[-886.29724 -442.57584],118.75204629410605
[93516.92  55809.773],[0.45774934 0.03516373],[-3.0954254   0.30830663],[103486.7   55844.28],[ True  True],[-896.0791 -697.0836],146.51286214974624
[46428.035 33647.406],[0.53040403 0.09280846],[ 2.5574021 -1.7849953],[53113.348 33792.418],[ True  True],[1061.7158 1049.6626],67.51374696145439
[40499.914 34270.016],[-0.4036753 -1.2159808],[-1.8551958  0.1361328],[43844.773 62885.83 ],[ True  True],[-718.6081  -244.58304],69.83118646461794
[44421.355 41441.125],[ 0.16724363 -0.5482104 ],[ 2.5544782 -0.8074745],[45044.047 47825.902],[ True  True],[917.1875  159.05405],90.87154407350567
[62715.406 53340.996],[-1.0357691 -0.5674399],[-0.8486989  2.3180761],[99473.7  62161.49],[ True  True],[-272.96692 -139.86554],118.85422738884604
[56982.945 36656.113],[-0.7290374  -0.23493342],[-2.8886464   0.42465022],[72808.74  37672.367],[ True  True],[  90.04935 -340.47107],93.8832962085438
[49121.625 43137.156],[ 1.6375082 -1.036217 ],[-0.36481756 -2.9392729 ],[131076.23  68444.19],[ True  True],[-146.10956 2440.1777 ],185.5604126449867
[95146.766 81332.43 ],[1.7008495 1.7507643],[-2.1689997  1.4312062],[269319.   241258.16],[ True  True],[ 660.17706 -221.8061 ],171.38861992932306
[79450.43  37946.438],[1.0148833  0.27142096],[-0.20509706  2.370695  ],[124001.7    39352.785],[ True  True],[-150.45642 1234.8795 ],113.42123680085764
[41355.793 32849.406],[1.7427682 1.6407022],[-3.0067132   0.25586885],[121755.01  87915.44],[ True  True],[-610.4142 1404.8718],73.67735731934235
[147026.36  99968.48],[ 1.0558194 -0.9678043],[-0.37825212 -2.8864896 ],[236876.86 150556.28],[ True  True],[ 323.80157 2651.4006 ],369.91591696019174
[44292.703 40939.316],[0.8442005 2.0988057],[ 2.6492026  -0.10957802],[ 61035.75 169468.81],[ True  True],[-525.3367 2321.7295],101.19068256149427
[57090.125 48137.38 ],[0.9959806  0.59257305],[-0.30254212 -0.3783422 ],[87825.71 56839.15],[ True  True],[740.7276  327.82883],21.659004073863812
[112184.35  71009.33],[2.2563393 1.2007314],[-0.50046575  2.2960956 ],[541446.9  128651.87],[ True  True],[-351.30325  956.07764],201.63786134033427
[42866.164 34892.137],[-1.6569102 -0.2732208],[ 0.3850648 -2.492002 ],[116463.36  36202.6 ],[ True  True],[ 780.2893 3682.182 ],96.06996391514136
[55570.445 34368.805],[-2.3240962  1.3399516],[0.12425142 2.3229523 ],[286613.28  70124.69],[ True  True],[1214.0696 1730.3328],277.15484510672474
[50260.598 37883.906],[-0.47740296 -1.3682171 ],[-2.3644278 -2.9534671],[56097.746 79232.31 ],[ True  True],[-402.8261   437.60107],47.490420149803214
[50381.57  38049.777],[1.0703554 1.309804 ],[ 2.4494362 -0.630841 ],[82104.39 75630.02],[ True  True],[3740.184  1645.4865],88.15476253707011
[70596.5  69652.63],[0.02176298 0.33320817],[1.1047454 2.7567377],[70613.22 73555.23],[ True  True],[1418.1411 -586.503 ],105.41790134390762
[59876.68 46104.01],[-0.23347658 -1.9211109 ],[-1.3037763   0.40757966],[ 61516.086 160787.38 ],[ True  True],[-887.8811 1622.3865],127.31655013619726
[69364.32 53247.22],[-0.26630762  0.15857048],[ 0.23563041 -2.8748393 ],[71838.54  53918.062],[ True  True],[258.23865 375.6611 ],124.28632037249682
[45093.29  41178.875],[-0.81757873 -1.0913267 ],[-0.59182066  2.641053  ],[61022.684 68233.26 ],[ True  True],[ -11.869965 3333.8232  ],86.90295688857562
[49860.445 40235.99 ],[0.69294333 1.3293363 ],[-0.02903031  2.8885193 ],[62317.934 81340.82 ],[ True  True],[-123.84921 -309.11554],93.62021809820344
[128567.64   32109.148],[-0.48497483  0.5558845 ],[ 1.2937093 -2.1108794],[143985.9    37199.203],[ True  True],[-340.75458  382.1163 ],145.32716391665113
[66550.445 39494.45 ],[-0.54028946  1.0924487 ],[-0.3144137  2.7047186],[76502.51 65500.76],[ True  True],[-453.0852    36.06955],138.5013228077493
[44453.05  37456.316],[1.917007  1.8097354],[-0.90696883  1.9455327 ],[154421.45 117472.91],[ True  True],[-38.940216 658.55493 ],80.87762530050777
[59331.99 44421.81],[-2.2162998  0.1984981],[ 0.13807847 -2.957981  ],[275369.75  45299.83],[ True  True],[2189.775 3111.558],187.04965258444557
[59183.824 46833.125],[0.25151   0.6526031],[ 1.0046362 -1.5091099],[61065.617 57165.035],[ True  True],[ 556.74536 -708.1778 ],102.38062495783473
[129618.32   68733.195],[-0.689004 -1.636722],[ 2.5652325  -0.70914304],[161621.52 183274.16],[ True  True],[-669.50665 1358.5912 ],209.9964105576568
[46603.203 35781.277],[0.09650853 0.45615748],[-1.6717067  2.1046383],[46820.4   39568.957],[ True  True],[   1.5217285 -272.0975   ],78.98423258190066
[43466.555 33698.34 ],[1.0991278 0.8445139],[ 1.9040283 -0.7739204],[72474.14  46446.637],[ True  True],[-673.60815 1342.7603 ],75.13457404903234
[72172.43  58036.934],[1.2742649 0.7557026],[ 2.811768   -0.39903307],[139137.92  75412.83],[ True  True],[-344.50043   24.4151 ],133.7402087191157
[41125.742 40713.69 ],[0.69771725 1.778476  ],[ 0.805276  -1.8622774],[ 51548.676 123967.52 ],[ True  True],[  92.220215 -150.23633 ],92.09744528707934
[62486.086 40861.973],[-1.1521082 -1.7882931],[ 1.5355188 -1.7743877],[108751.66 125578.72],[ True  True],[-600.6382   173.44153],105.87627740575012
[75087.82 33396.53],[-0.9672364   0.28562307],[-0.41337898  2.5623128 ],[113037.07  34768.07],[ True  True],[-732.7489 2569.6028],120.1690264559923
[97434.38 33793.17],[ 2.2875178 -0.4784158],[0.26522264 2.569824  ],[484832.25  37734.82],[ True  True],[1030.2628   -55.34024],238.64140331839383
[51285.58 45779.8 ],[-0.6212534 -0.6315632],[-2.8791506  -0.10353713],[61505.    55217.484],[ True  True],[-191.45767 2003.9692 ],95.29242280254819
